episode_name_nohomers|episode_link_nohomers|episode_name_norm|episode_name_wikisimpsons|episode_link_wikisimpsons|episode_season
The Computer Wore Menace Shoes|https://nohomers.net/forums/index.php?threads/r-r-the-computer-wore-menace-shoes.21426/|COMPUTERWOREMENACESHOES|The Computer Wore Menace Shoes|https://simpsonswiki.com/wiki/The_Computer_Wore_Menace_Shoes|12.0
The Great Money Caper|https://nohomers.net/forums/index.php?threads/r-r-the-great-money-caper.19505/|GREATMONEYCAPER|The Great Money Caper|https://simpsonswiki.com/wiki/The_Great_Money_Caper|12.0
Skinner's Sense of Snow|https://nohomers.net/forums/index.php?threads/r-r-skinners-sense-of-snow.17710/|SKINNERSSENSEOFSNOW|Skinner's Sense of Snow|https://simpsonswiki.com/wiki/Skinner%27s_Sense_of_Snow|12.0
HOMR|https://nohomers.net/forums/index.php?threads/r-r-homr.20083/|HOMR|||
Pokey Mom|https://nohomers.net/forums/index.php?threads/r-r-pokey-mom.19491/|POKEYMOM|Pokey Mom|https://simpsonswiki.com/wiki/Pokey_Mom|12.0
Tennis the Menace|https://nohomers.net/forums/index.php?threads/rate-and-review-tennis-the-menace.21637/|TENNISMENACE|Tennis the Menace|https://simpsonswiki.com/wiki/Tennis_the_Menace|12.0
Worst Episode Ever|https://nohomers.net/forums/index.php?threads/rate-and-review-worst-episode-ever.22733/|WORSTEPISODEEVER|Worst Episode Ever|https://simpsonswiki.com/wiki/Worst_Episode_Ever|12.0
Day of the Jackanapes|https://nohomers.net/forums/index.php?threads/r-r-the-day-of-the-jackanapes.18034/|DAYOFJACKANAPES|Day of the Jackanapes|https://simpsonswiki.com/wiki/Day_of_the_Jackanapes|12.0
New Kids on the Blecch|https://nohomers.net/forums/index.php?threads/r-r-new-kids-on-the-blecch.20112/|NEWKIDSONBLECCH|New Kids on the Blecch|https://simpsonswiki.com/wiki/New_Kids_on_the_Blecch|12.0
Hungry Hungry Homer|https://nohomers.net/forums/index.php?threads/r-r-hungry-hungry-homer.19823/|HUNGRYHUNGRYHOMER|Hungry, Hungry Homer|https://simpsonswiki.com/wiki/Hungry,_Hungry_Homer|12.0
Bye Bye Nerdie|https://nohomers.net/forums/index.php?threads/r-r-bye-bye-nerdie.19530/|BYEBYENERDIE|Bye, Bye, Nerdie|https://simpsonswiki.com/wiki/Bye,_Bye,_Nerdie|12.0
Simpson Safari|https://nohomers.net/forums/index.php?threads/rate-and-review-simpson-safari.18172/|SIMPSONSAFARI|Simpson Safari|https://simpsonswiki.com/wiki/Simpson_Safari|12.0
Trilogy of Error|https://nohomers.net/forums/index.php?threads/rate-and-review-trilogy-of-error.22476/|TRILOGYOFERROR|Trilogy of Error|https://simpsonswiki.com/wiki/Trilogy_of_Error|12.0
I'm Going to Praiseland|https://nohomers.net/forums/index.php?threads/r-r-im-goin-to-praiseland.13617/|IMGOINGTOPRAISEL|||
Children of a Lesser Clod|https://nohomers.net/forums/index.php?threads/r-r-children-of-a-lesser-clod-real-one.20934/|CHILDRENOFALESSERCLOD|Children of a Lesser Clod|https://simpsonswiki.com/wiki/Children_of_a_Lesser_Clod|12.0
Simpson Tall Tales|https://nohomers.net/forums/index.php?threads/rate-review-simpsons-tall-tales.19336/|SIMPSONTALLTALES|Simpsons Tall Tales|https://simpsonswiki.com/wiki/Simpsons_Tall_Tales|12.0
Treehouse of Horror XII|https://nohomers.net/forums/index.php?threads/reviews-treehouse-of-horror-xii.118/|TREEHOUSEOFHORRORXII|Treehouse of Horror XII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XII|13.0
The Parent Rap|https://nohomers.net/forums/index.php?threads/reviews-the-parent-rap.279/|PARENTRAP|The Parent Rap|https://simpsonswiki.com/wiki/The_Parent_Rap|13.0
Homer the Moe|https://nohomers.net/forums/index.php?threads/homer-the-moe-reviews.461/|HOMERMOE|Homer the Moe|https://simpsonswiki.com/wiki/Homer_the_Moe|13.0
A Hunka Hunka Burns in Love|https://nohomers.net/forums/index.php?threads/review-a-hunka-hunka-burns-in-love.759/|AHUNKAHUNKABURNSINLOVE|A Hunka Hunka Burns in Love|https://simpsonswiki.com/wiki/A_Hunka_Hunka_Burns_in_Love|13.0
The Blunder Years|https://nohomers.net/forums/index.php?threads/how-would-you-rate-the-blunder-years-episode.894/|BLUNDERYEARS|The Blunder Years|https://simpsonswiki.com/wiki/The_Blunder_Years|13.0
She of Little Faith|https://nohomers.net/forums/index.php?threads/how-would-you-rate-she-of-little-faith-episode.1013/|SHEOFLITTLEFAITH|She of Little Faith|https://simpsonswiki.com/wiki/She_of_Little_Faith|13.0
Brawl in the Family|https://nohomers.net/forums/index.php?threads/how-would-you-rate-brawl-in-the-family.1359/|BRAWLINFAMILY|Brawl in the Family|https://simpsonswiki.com/wiki/Brawl_in_the_Family|13.0
Sweets and Sour Marge|https://nohomers.net/forums/index.php?threads/how-would-you-rate-sweets-and-sour-marge.1684/|SWEETSSOURMARGE|Sweets and Sour Marge|https://simpsonswiki.com/wiki/Sweets_and_Sour_Marge|13.0
Jaws Wired Shut|https://nohomers.net/forums/index.php?threads/how-would-you-rate-jaws-wired-shut.1892/|JAWSWIREDSHUT|Jaws Wired Shut|https://simpsonswiki.com/wiki/Jaws_Wired_Shut|13.0
Half-Decent Proposal|https://nohomers.net/forums/index.php?threads/how-would-you-rate-half-decent-proposal-dabf04.2255/|HALFDECENTPROPOSAL|Half-Decent Proposal|https://simpsonswiki.com/wiki/Half-Decent_Proposal|13.0
The Bart Wants What it Wants|https://nohomers.net/forums/index.php?threads/how-would-you-rate-the-bart-wants-what-it-wants-dabf06.2452/|BARTWANTSWHATITWANTS|The Bart Wants What It Wants|https://simpsonswiki.com/wiki/The_Bart_Wants_What_It_Wants|13.0
The Lastest Gun in the West|https://nohomers.net/forums/index.php?threads/rate-the-lastest-gun-in-the-west-dabf07.2701/|LASTESTGUNINWEST|The Lastest Gun in the West|https://simpsonswiki.com/wiki/The_Lastest_Gun_in_the_West|13.0
The Old Man and the Key|https://nohomers.net/forums/index.php?threads/how-would-you-rate-the-old-man-and-the-key.3113/|OLDMANKEY|The Old Man and the Key|https://simpsonswiki.com/wiki/The_Old_Man_and_the_Key|13.0
Tales From the Public Domain|https://nohomers.net/forums/index.php?threads/review-tales-from-the-public-domain.3280/|TALESFROMPUBLICDOMAIN|Tales from the Public Domain|https://simpsonswiki.com/wiki/Tales_from_the_Public_Domain|13.0
Blame it on Lisa|https://nohomers.net/forums/index.php?threads/how-would-you-rate-blame-it-on-lisa-dabf10.3626/|BLAMEITONLISA|Blame It on Lisa|https://simpsonswiki.com/wiki/Blame_It_on_Lisa|13.0
Weekend at Burnsie's|https://nohomers.net/forums/index.php?threads/how-would-you-rate-weekend-at-burnsies-dabf11.3817/|WEEKENDATBURNSIES|Weekend at Burnsie's|https://simpsonswiki.com/wiki/Weekend_at_Burnsie%27s|13.0
Gump Roast|https://nohomers.net/forums/index.php?threads/how-would-you-rate-gump-roast-dabf12.4145/|GUMPROAST|Gump Roast|https://simpsonswiki.com/wiki/Gump_Roast|13.0
I am Furious (Yellow)|https://nohomers.net/forums/index.php?threads/review-i-am-furious-yellow.4347/|IAMFURIOUS(YELLOW)|I Am Furious (Yellow)|https://simpsonswiki.com/wiki/I_Am_Furious_(Yellow)|13.0
The Sweetest Apu|https://nohomers.net/forums/index.php?threads/your-review-of-the-sweetest-apu-dabf14.4521/|SWEETESTAPU|The Sweetest Apu|https://simpsonswiki.com/wiki/The_Sweetest_Apu|13.0
Little Girl in the Big Ten|https://nohomers.net/forums/index.php?threads/how-would-you-rate-little-girl-in-the-big-ten-dabf15.4669/|LITTLEGIRLINBIGTEN|Little Girl in the Big Ten|https://simpsonswiki.com/wiki/Little_Girl_in_the_Big_Ten|13.0
The Frying Game|https://nohomers.net/forums/index.php?threads/how-would-you-rate-the-frying-game-dabf16.4785/|FRYINGGAME|The Frying Game|https://simpsonswiki.com/wiki/The_Frying_Game|13.0
Poppa's Got a Brand New Badge|https://nohomers.net/forums/index.php?threads/how-would-you-rate-poppas-got-a-brand-new-badge-dabf17.4860/|POPPASGOTABRNEWBADGE|Poppa's Got a Brand New Badge|https://simpsonswiki.com/wiki/Poppa%27s_Got_a_Brand_New_Badge|13.0
Treehouse of Horror XIII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xiii-dabf19.8039/|TREEHOUSEOFHORRORXIII|Treehouse of Horror XIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XIII|14.0
How I Spent My Strummer Vacation|https://nohomers.net/forums/index.php?threads/rate-review-how-i-spent-my-strummer-vacation-dabf22.8231/|HOWISPENTMYSTRUMMERVACATION|How I Spent My Strummer Vacation|https://simpsonswiki.com/wiki/How_I_Spent_My_Strummer_Vacation|14.0
Bart Vs. Lisa Vs. The Third Grade|https://nohomers.net/forums/index.php?threads/rate-review-bart-vs-lisa-vs-the-third-grade-dabf20.8414/|BARTVSLISAVSTHIRDGRADE|Bart vs. Lisa vs. the Third Grade|https://simpsonswiki.com/wiki/Bart_vs._Lisa_vs._the_Third_Grade|14.0
Large Marge|https://nohomers.net/forums/index.php?threads/rate-review-large-marge-dabf18.8635/|LARGEMARGE|Large Marge|https://simpsonswiki.com/wiki/Large_Marge|14.0
Helter Shelter|https://nohomers.net/forums/index.php?threads/rate-review-helter-shelter-dabf21.8821/|HELTERSHELTER|Helter Shelter|https://simpsonswiki.com/wiki/Helter_Shelter|14.0
The Great Louse Detective|https://nohomers.net/forums/index.php?threads/rate-review-the-great-louse-detective-eabf01.9208/|GREATLOUSEDETECTIVE|The Great Louse Detective|https://simpsonswiki.com/wiki/The_Great_Louse_Detective|14.0
Special Edna|https://nohomers.net/forums/index.php?threads/rate-review-special-edna-eabf02.9729/|SPECIALEDNA|Special Edna|https://simpsonswiki.com/wiki/Special_Edna|14.0
The Dad Who Knew Too Little|https://nohomers.net/forums/index.php?threads/rate-review-the-dad-who-knew-too-little-eabf03.9881/|DADWHOKNEWTOOLITTLE|The Dad Who Knew Too Little|https://simpsonswiki.com/wiki/The_Dad_Who_Knew_Too_Little|14.0
Strong Arms Of The Ma|https://nohomers.net/forums/index.php?threads/rate-review-strong-arms-of-the-ma-eabf04.10401/|STRONGARMSOFMA|The Strong Arms of the Ma|https://simpsonswiki.com/wiki/The_Strong_Arms_of_the_Ma|14.0
Pray Anything|https://nohomers.net/forums/index.php?threads/rate-review-pray-anything-eabf06.10527/|PRAYANYTHING|Pray Anything|https://simpsonswiki.com/wiki/Pray_Anything|14.0
Barting Over|https://nohomers.net/forums/index.php?threads/rate-review-barting-over-eabf05.10719/|BARTINGOVER|Barting Over|https://simpsonswiki.com/wiki/Barting_Over|14.0
I'm Spelling As Fast As I Can|https://nohomers.net/forums/index.php?threads/rate-review-im-spelling-as-fast-as-i-can-eabf07.10720/|IMSPELLINGASFASTASICAN|I'm Spelling as Fast as I Can|https://simpsonswiki.com/wiki/I%27m_Spelling_as_Fast_as_I_Can|14.0
A Star is Born-Again|https://nohomers.net/forums/index.php?threads/rate-review-a-star-is-born-again-eabf08.11091/|ASTARISBORNAGAIN|A Star Is Born Again|https://simpsonswiki.com/wiki/A_Star_Is_Born_Again|14.0
Mr. Spritz Goes to Washington|https://nohomers.net/forums/index.php?threads/rate-review-mr-spritz-goes-to-washington-eabf09.11214/|MRSPRITZGOESTOWASHINGTON|Mr. Spritz Goes to Washington|https://simpsonswiki.com/wiki/Mr._Spritz_Goes_to_Washington|14.0
C.E.D'oh|https://nohomers.net/forums/index.php?threads/rate-review-c-e-doh-eabf10.11359/|CE(ANNOYEDGRUNT)|C.E. D'oh|https://simpsonswiki.com/wiki/C.E._D%27oh|14.0
'Scuse Me While I Miss the Sky|https://nohomers.net/forums/index.php?threads/rate-and-review-scuse-me-while-i-miss-the-sky.11623/|SCUSEMEWHILEIMISSSKY|'Scuse Me While I Miss the Sky|https://simpsonswiki.com/wiki/%27Scuse_Me_While_I_Miss_the_Sky|14.0
Three Gays of the Condo|https://nohomers.net/forums/index.php?threads/rate-review-three-gays-of-the-condo-eabf12.11810/|THREEGAYSOFCONDO|Three Gays of the Condo|https://simpsonswiki.com/wiki/Three_Gays_of_the_Condo|14.0
Dude, Where's My Ranch?|https://nohomers.net/forums/index.php?threads/rate-review-dude-wheres-my-ranch-eabf13.12028/|DUDEWHERESMYRANCH|Dude, Where's My Ranch?|https://simpsonswiki.com/wiki/Dude,_Where%27s_My_Ranch%3F|14.0
Old Yeller-Belly|https://nohomers.net/forums/index.php?threads/rate-review-old-yeller-belly-eabf14.12132/|OLDYELLERBELLY|Old Yeller-Belly|https://simpsonswiki.com/wiki/Old_Yeller-Belly|14.0
Brake My Wife, Please|https://nohomers.net/forums/index.php?threads/rate-review-brake-my-wife-please-eabf15.12241/|BRAKEMYWIFEPLEASE|Brake My Wife, Please|https://simpsonswiki.com/wiki/Brake_My_Wife,_Please|14.0
The Bart of War|https://nohomers.net/forums/index.php?threads/rate-review-the-bart-of-war-season-finale-part-1-eabf16.12327/|BARTOFWAR|The Bart of War|https://simpsonswiki.com/wiki/The_Bart_of_War|14.0
Moe Baby Blues|https://nohomers.net/forums/index.php?threads/rate-review-moe-baby-blues-season-finale-part-2-eabf17.12328/|MOEBABYBLUES|Moe Baby Blues|https://simpsonswiki.com/wiki/Moe_Baby_Blues|14.0
Treehouse of Horror XIV|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xiv-eabf21.14216/|TREEHOUSEOFHORRORXIV|Treehouse of Horror XIV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XIV|15.0
My Mother the Carjacker|https://nohomers.net/forums/index.php?threads/rate-review-my-mother-the-carjacker-eabf18.14309/|MYMORCARJACKER|My Mother the Carjacker|https://simpsonswiki.com/wiki/My_Mother_the_Carjacker|15.0
The President Wore Pearls|https://nohomers.net/forums/index.php?threads/rate-review-the-president-wore-pearls-eabf20.14405/|PRESIDENTWOREPEARLS|The President Wore Pearls|https://simpsonswiki.com/wiki/The_President_Wore_Pearls|15.0
The Regina Monologues|https://nohomers.net/forums/index.php?threads/rate-review-eabf22-the-regina-monologues.14469/|REGINAMONOLOGUES|The Regina Monologues|https://simpsonswiki.com/wiki/The_Regina_Monologues|15.0
The Fat and the Furriest|https://nohomers.net/forums/index.php?threads/rate-and-review-the-fat-and-the-furriest-eabf19.14545/|FATFURRIEST|The Fat and the Furriest|https://simpsonswiki.com/wiki/The_Fat_and_the_Furriest|15.0
Today, I am a Clown|https://nohomers.net/forums/index.php?threads/rate-review-today-i-am-a-clown-fabf01.14607/|TODAYIAMACLOWN|Today I Am a Clown|https://simpsonswiki.com/wiki/Today_I_Am_a_Clown|15.0
'Tis The Fifteenth Season|https://nohomers.net/forums/index.php?threads/rate-review-tis-the-fifteenth-season-fabf02.14693/|TISFIFTEENTHSEASON|'Tis the Fifteenth Season|https://simpsonswiki.com/wiki/%27Tis_the_Fifteenth_Season|15.0
Marge vs. Singles, Seniors, Childless Couples and Teens and Gays|https://nohomers.net/forums/index.php?threads/rate-review-marge-vs-singles-seniors-etc-fabf03.14911/|MARGEVSSINGLESSENIORSCHILDLESSCOUPLESTEENSGAYS|Marge vs. Singles, Seniors, Childless Couples and Teens and Gays|https://simpsonswiki.com/wiki/Marge_vs._Singles,_Seniors,_Childless_Couples_and_Teens_and_Gays|15.0
I, D'oh-bot|https://nohomers.net/forums/index.php?threads/rate-review-i-doh-bot-fabf04.14987/|I(ANNOYEDGRUNT)BOT|I, (Annoyed Grunt)-bot|https://simpsonswiki.com/wiki/I,_(Annoyed_Grunt)-bot|15.0
Diatribe of a Mad Housewife|https://nohomers.net/forums/index.php?threads/rate-review-diatribe-of-a-mad-housewife-fabf05.15148/|DIATRIBEOFAMADHOUSEWIFE|Diatribe of a Mad Housewife|https://simpsonswiki.com/wiki/Diatribe_of_a_Mad_Housewife|15.0
Margical History Tour|https://nohomers.net/forums/index.php?threads/rate-and-review-margical-history-tour-fabf06.15295/|MARGICALHISTORYTOUR|Margical History Tour|https://simpsonswiki.com/wiki/Margical_History_Tour|15.0
Milhouse Doesn't Live Here Anymore|https://nohomers.net/forums/index.php?threads/rate-review-milhouse-doesnt-live-here-anymore-fabf07.15365/|MILHOUSEDOESNTLIVEHEREANYMORE|Milhouse Doesn't Live Here Anymore|https://simpsonswiki.com/wiki/Milhouse_Doesn%27t_Live_Here_Anymore|15.0
Smart and Smarter|https://nohomers.net/forums/index.php?threads/rate-review-smart-and-smarter-fabf09.15429/|SMARTSMARTER|Smart and Smarter|https://simpsonswiki.com/wiki/Smart_and_Smarter|15.0
The Ziff Who Came to Dinner|https://nohomers.net/forums/index.php?threads/rate-review-the-ziff-who-came-to-dinner-fabf08.15571/|ZIFFWHOCAMETODINNER|The Ziff Who Came to Dinner|https://simpsonswiki.com/wiki/The_Ziff_Who_Came_to_Dinner|15.0
Co-Dependent's Day|https://nohomers.net/forums/index.php?threads/rate-review-co-dependents-day-fabf10.15645/|CODEPENDENTSDAY|Co-Dependent's Day|https://simpsonswiki.com/wiki/Co-Dependent%27s_Day|15.0
The Wandering Juvie|https://nohomers.net/forums/index.php?threads/rate-review-the-wandering-juvie-fabf11.15700/|WERINGJUVIE|The Wandering Juvie|https://simpsonswiki.com/wiki/The_Wandering_Juvie|15.0
My Big Fat Geek Wedding|https://nohomers.net/forums/index.php?threads/rate-review-my-big-fat-geek-wedding-fabf12.15876/|MYBIGFATGEEKWEDDING|My Big Fat Geek Wedding|https://simpsonswiki.com/wiki/My_Big_Fat_Geek_Wedding|15.0
Catch 'Em If You Can|https://nohomers.net/forums/index.php?threads/rate-review-catch-em-if-you-can-fabf14.15925/|CATCHEMIFYOUCAN|Catch 'Em If You Can|https://simpsonswiki.com/wiki/Catch_%27Em_If_You_Can|15.0
Simple Simpson|https://nohomers.net/forums/index.php?threads/rate-review-simple-simpson-fabf15.15964/|SIMPLESIMPSON|Simple Simpson|https://simpsonswiki.com/wiki/Simple_Simpson|15.0
The Way We Weren't|https://nohomers.net/forums/index.php?threads/rate-review-the-way-we-werent-fabf13.16007/|WAYWEWERENT|The Way We Weren't|https://simpsonswiki.com/wiki/The_Way_We_Weren%27t|15.0
Bart-Mangled Banner|https://nohomers.net/forums/index.php?threads/rate-review-bart-mangled-banner-fabf17.16040/|BARTMANGLEDBANNER|Bart-Mangled Banner|https://simpsonswiki.com/wiki/Bart-Mangled_Banner|15.0
Fraudcast News|https://nohomers.net/forums/index.php?threads/rate-review-fraudcast-news-fabf18.16083/|FRAUDCASTNEWS|Fraudcast News|https://simpsonswiki.com/wiki/Fraudcast_News|15.0
Treehouse of Horror XV|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xv-fabf23.17369/|TREEHOUSEOFHORRORXV|Treehouse of Horror XV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XV|16.0
All's Fair in Oven War|https://nohomers.net/forums/index.php?threads/rate-review-alls-fair-in-oven-war-fabf20.17418/|ALLSFAIRINOVENWAR|All's Fair in Oven War|https://simpsonswiki.com/wiki/All%27s_Fair_in_Oven_War|16.0
Sleeping With the Enemy|https://nohomers.net/forums/index.php?threads/rate-review-sleeping-with-the-enemy-fabf19.17491/|SLEEPINGWITHENEMY|Sleeping with the Enemy|https://simpsonswiki.com/wiki/Sleeping_with_the_Enemy|16.0
She Used to Be My Girl|https://nohomers.net/forums/index.php?threads/rate-review-she-used-to-be-my-girl-fabf22.17616/|SHEUSEDTOBEMYGIRL|She Used to Be My Girl|https://simpsonswiki.com/wiki/She_Used_to_Be_My_Girl|16.0
Fat Man and Little Boy|https://nohomers.net/forums/index.php?threads/rate-review-fat-man-and-little-boy-fabf21.17672/|FATMANLITTLEBOY|Fat Man and Little Boy|https://simpsonswiki.com/wiki/Fat_Man_and_Little_Boy|16.0
Midnight Rx|https://nohomers.net/forums/index.php?threads/rate-review-midnight-rx-fabf16.17978/|MIDNIGHTRX|Midnight Rx|https://simpsonswiki.com/wiki/Midnight_Rx|16.0
Mommie Beerest|https://nohomers.net/forums/index.php?threads/rate-review-mommie-beerest-gabf01.18115/|MOMMIEBEEREST|Mommie Beerest|https://simpsonswiki.com/wiki/Mommie_Beerest|16.0
Homer and Ned's Hail Mary Pass|https://nohomers.net/forums/index.php?threads/rate-review-homer-and-neds-hail-mary-pass-gabf02.18186/|HOMERNEDSHAILMARYPASS|Homer and Ned's Hail Mary Pass|https://simpsonswiki.com/wiki/Homer_and_Ned%27s_Hail_Mary_Pass|16.0
Pranksta Rap|https://nohomers.net/forums/index.php?threads/rate-review-pranksta-rap-gabf03.18276/|PRANKSTARAP|Pranksta Rap|https://simpsonswiki.com/wiki/Pranksta_Rap|16.0
There's Something About Marrying|https://nohomers.net/forums/index.php?threads/rate-review-theres-something-about-marrying-gabf04.18342/|RESSOMETHINGABOUTMARRYING|There's Something About Marrying|https://simpsonswiki.com/wiki/There%27s_Something_About_Marrying|16.0
On a Clear Day I Can't See My Sister|https://nohomers.net/forums/index.php?threads/rate-review-on-a-clear-day-i-cant-see-my-sister-gabf05.18487/|ONACLEARDAYICANTSEEMYSISTER|On a Clear Day I Can't See My Sister|https://simpsonswiki.com/wiki/On_a_Clear_Day_I_Can%27t_See_My_Sister|16.0
Goo Goo Gai Pan|https://nohomers.net/forums/index.php?threads/rate-review-goo-goo-gai-pan-gabf06.18554/|GOOGOOGAIPAN|Goo Goo Gai Pan|https://simpsonswiki.com/wiki/Goo_Goo_Gai_Pan|16.0
Mobile Homer|https://nohomers.net/forums/index.php?threads/rate-and-review-mobile-homer-gabf07.18626/|MOBILEHOMER|Mobile Homer|https://simpsonswiki.com/wiki/Mobile_Homer|16.0
The Seven-Beer Snitch|https://nohomers.net/forums/index.php?threads/rate-review-the-seven-beer-snitch-gabf08.18802/|SEVENBEERSNITCH|The Seven-Beer Snitch|https://simpsonswiki.com/wiki/The_Seven-Beer_Snitch|16.0
Future-Drama|https://nohomers.net/forums/index.php?threads/rate-review-future-drama-gabf12.18912/|FUTUREDRAMA|Future-Drama|https://simpsonswiki.com/wiki/Future-Drama|16.0
Don't Fear the Roofer|https://nohomers.net/forums/index.php?threads/rate-and-review-dont-fear-the-roofer-gabf10.19031/|DONTFEARROOFER|Don't Fear the Roofer|https://simpsonswiki.com/wiki/Don%27t_Fear_the_Roofer|16.0
The Heartbroke Kid|https://nohomers.net/forums/index.php?threads/rate-and-review-the-heartbroke-kid-gabf11.19032/|HEARTBROKEKID|The Heartbroke Kid|https://simpsonswiki.com/wiki/The_Heartbroke_Kid|16.0
A Star Is Torn|https://nohomers.net/forums/index.php?threads/rate-review-a-star-is-torn-gabf13.19107/|ASTARISTORN|A Star Is Torn|https://simpsonswiki.com/wiki/A_Star_Is_Torn|16.0
Thank God It's Doomsday|https://nohomers.net/forums/index.php?threads/rate-review-thank-god-its-doomsday-gabf14.19108/|THANKGODITSDOOMSDAY|Thank God It's Doomsday|https://simpsonswiki.com/wiki/Thank_God_It%27s_Doomsday|16.0
Home Away From Homer|https://nohomers.net/forums/index.php?threads/rate-review-home-away-from-homer-gabf15.19171/|HOMEAWAYFROMHOMER|Home Away from Homer|https://simpsonswiki.com/wiki/Home_Away_from_Homer|16.0
The Father, The Son, and The Holy Guest Star|https://nohomers.net/forums/index.php?threads/rate-review-the-father-son-and-the-holy-guest-star-gabf09.19172/|FARSONHOLYGUESTSTAR|The Father, the Son and the Holy Guest Star|https://simpsonswiki.com/wiki/The_Father,_the_Son_and_the_Holy_Guest_Star|16.0
Bonfire of the Manatees|https://nohomers.net/forums/index.php?threads/rate-review-bonfire-of-the-manatees-gabf18.20775/|BONFIREOFMANATEES|The Bonfire of the Manatees|https://simpsonswiki.com/wiki/The_Bonfire_of_the_Manatees|17.0
The Girl Who Slept Too Little|https://nohomers.net/forums/index.php?threads/rate-review-the-girl-who-slept-too-little-gabf16.20856/|GIRLWHOSLEPTTOOLITTLE|The Girl Who Slept Too Little|https://simpsonswiki.com/wiki/The_Girl_Who_Slept_Too_Little|17.0
Milhouse of Sand and Fog|https://nohomers.net/forums/index.php?threads/rate-review-milhouse-of-sand-and-fog-gabf19.20938/|MILHOUSEOFSFOG|Milhouse of Sand and Fog|https://simpsonswiki.com/wiki/Milhouse_of_Sand_and_Fog|17.0
Treehouse of Horror XVI|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xvi-gabf17.21369/|TREEHOUSEOFHORRORXVI|Treehouse of Horror XVI|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XVI|17.0
Marge's Son Poisoning|https://nohomers.net/forums/index.php?threads/rate-review-marges-son-poisoning-gabf20.21439/|MARGESSONPOISONING|Marge's Son Poisoning|https://simpsonswiki.com/wiki/Marge%27s_Son_Poisoning|17.0
See Homer Run|https://nohomers.net/forums/index.php?threads/rate-review-see-homer-run-gabf21.21499/|SEEHOMERRUN|See Homer Run|https://simpsonswiki.com/wiki/See_Homer_Run|17.0
The Last Of The Red Hat Mamas|https://nohomers.net/forums/index.php?threads/rate-review-the-last-of-the-red-hat-mamas-gabf22.21560/|LASTOFREDHATMAMAS|The Last of the Red Hat Mamas|https://simpsonswiki.com/wiki/The_Last_of_the_Red_Hat_Mamas|17.0
The Italian Bob|https://nohomers.net/forums/index.php?threads/rate-review-the-italian-bob-habf02.21673/|ITALIANBOB|The Italian Bob|https://simpsonswiki.com/wiki/The_Italian_Bob|17.0
Simpsons Christmas Stories|https://nohomers.net/forums/index.php?threads/rate-review-simpsons-christmas-stories-habf01.21739/|SIMPSONCHRISTMASSTORIES|Simpsons Christmas Stories|https://simpsonswiki.com/wiki/Simpsons_Christmas_Stories|17.0
Homer's Paternity Coot|https://nohomers.net/forums/index.php?threads/rate-review-homers-paternity-coot-habf03.21942/|HOMERSPATERNITYCOOT|Homer's Paternity Coot|https://simpsonswiki.com/wiki/Homer%27s_Paternity_Coot|17.0
We're on the Road to D'ohwhere|https://nohomers.net/forums/index.php?threads/rate-review-were-on-the-road-to-dohwhere-habf04.22156/|WEREONROADTO(ANNOYEDGRUNT)WHERE|We're on the Road to D'ohwhere|https://simpsonswiki.com/wiki/We%27re_on_the_Road_to_D%27ohwhere|17.0
My Fair Laddy|https://nohomers.net/forums/index.php?threads/rate-review-my-fair-laddy-habf05.22422/|MYFAIRLADDY|My Fair Laddy|https://simpsonswiki.com/wiki/My_Fair_Laddy|17.0
The Seemingly Neverending Story|https://nohomers.net/forums/index.php?threads/rate-review-the-seemingly-neverending-story-habf06.22536/|SEEMINGLYNEVERENDINGSTORY|The Seemingly Never-Ending Story|https://simpsonswiki.com/wiki/The_Seemingly_Never-Ending_Story|17.0
Bart Has Two Mommies|https://nohomers.net/forums/index.php?threads/rate-review-bart-has-two-mommies-habf07.22611/|BARTHASTWOMOMMIES|Bart Has Two Mommies|https://simpsonswiki.com/wiki/Bart_Has_Two_Mommies|17.0
Homer Simpson, This is Your Wife|https://nohomers.net/forums/index.php?threads/rate-review-homer-simpson-this-is-your-wife-habf08.22676/|HOMERSIMPSONTHISISYOURWIFE|Homer Simpson, This Is Your Wife|https://simpsonswiki.com/wiki/Homer_Simpson,_This_Is_Your_Wife|17.0
Million Dollar Abie|https://nohomers.net/forums/index.php?threads/rate-review-million-dollar-abie-habf09.22725/|MILLIONDOLLARABIE|Million-Dollar Abie|https://simpsonswiki.com/wiki/Million-Dollar_Abie|17.0
Kiss Kiss, Bang Bangalore|https://nohomers.net/forums/index.php?threads/rate-review-kiss-kiss-bang-bangalore-habf10.22795/|KISSKISSBANGBANGALORE|Kiss Kiss Bang Bangalore|https://simpsonswiki.com/wiki/Kiss_Kiss_Bang_Bangalore|17.0
